learning_rate: 0.001, training_size: 2000, batch_size: 50, num_epochs: 200, dataset_type: 2, dataset_size: 0.1, model_type: 3, exp_name: baseline, activation: elu
val_loss,val_acc,loss,acc
2.90267408,0.31698413,0.04452621,1.00000000
2.90229889,0.31714286,0.04400051,1.00000000
2.90199984,0.31682540,0.04348296,1.00000000
2.90184767,0.31714286,0.04297339,1.00000000
2.90182076,0.31714286,0.04247154,1.00000000
2.90190850,0.31698413,0.04197735,1.00000000
2.90205870,0.31698413,0.04149085,1.00000000
2.90221247,0.31698413,0.04101195,1.00000000
2.90242474,0.31714286,0.04054039,1.00000000
2.90266677,0.31714286,0.04007594,1.00000000
2.90291600,0.31666667,0.03961846,1.00000000
2.90320892,0.31682540,0.03916790,1.00000000
2.90353485,0.31666667,0.03872408,1.00000000
2.90393310,0.31698413,0.03828689,1.00000000
2.90443874,0.31666667,0.03785619,1.00000000
2.90493211,0.31650794,0.03743187,1.00000000
2.90542225,0.31619048,0.03701377,1.00000000
2.90586498,0.31619048,0.03660177,1.00000000
2.90639274,0.31603175,0.03619579,1.00000000
2.90682907,0.31619048,0.03579568,1.00000000
2.90731242,0.31619048,0.03540132,1.00000000
2.90759688,0.31634921,0.03501252,1.00000000
2.90798685,0.31650794,0.03462917,1.00000000
2.90804984,0.31634921,0.03425096,1.00000000
2.90880644,0.31603175,0.03387815,1.00000000
2.90910987,0.31571429,0.03351096,1.00000000
2.91088102,0.31587302,0.03314898,1.00000000
2.91133155,0.31587302,0.03279198,1.00000000
2.91314026,0.31587302,0.03243979,1.00000000
2.91374023,0.31571429,0.03209240,1.00000000
2.91479006,0.31555556,0.03174991,1.00000000
2.91595116,0.31571429,0.03141234,1.00000000
2.91604091,0.31539683,0.03107956,1.00000000
2.91764433,0.31492064,0.03075145,1.00000000
2.91779772,0.31634921,0.03042767,1.00000000
2.91895527,0.31587302,0.03010812,1.00000000
2.91997270,0.31603175,0.02979296,1.00000000
2.92067110,0.31587302,0.02948221,1.00000000
2.92250088,0.31539683,0.02917562,1.00000000
2.92282243,0.31571429,0.02887317,1.00000000
2.92405195,0.31523810,0.02857463,1.00000000
2.92487468,0.31539683,0.02828006,1.00000000
2.92535560,0.31555556,0.02798957,1.00000000
2.92676218,0.31523810,0.02770306,1.00000000
2.92706043,0.31555556,0.02742044,1.00000000
2.92884938,0.31492064,0.02714154,1.00000000
2.92923615,0.31539683,0.02686629,1.00000000
2.93034842,0.31476191,0.02659463,1.00000000
2.93096675,0.31492064,0.02632659,1.00000000
2.93141224,0.31476191,0.02606223,1.00000000
2.93262829,0.31507937,0.02580141,1.00000000
2.93263752,0.31492064,0.02554407,1.00000000
2.93439863,0.31507937,0.02529011,1.00000000
2.93423773,0.31476191,0.02503937,1.00000000
2.93593672,0.31523810,0.02479119,1.00000000
