learning_rate: 0.001, training_size: 2000, batch_size: 50, num_epochs: 200, dataset_type: 2, dataset_size: 1.0, model_type: 2, exp_name: baseline, activation: elu, loss: 0.148228758266, acc: 0.952380945758
val_loss,val_acc,loss,acc
3.30661103,0.49349206,0.06814707,1.00000000
3.25953680,0.49603174,0.06646755,1.00000000
3.24420032,0.49269841,0.06595021,1.00000000
3.44220562,0.48253968,0.06912460,1.00000000
3.00450010,0.41365080,0.26042954,0.93537415
3.22870919,0.42714286,1.26887034,0.72108843
2.49928496,0.46492064,0.42946047,0.88095238
3.00587633,0.46920635,0.22850101,0.98299320
2.77889364,0.49841270,0.19805928,0.98639456
2.96971706,0.49682540,0.16491168,1.00000000
3.16490814,0.49444445,0.15499089,0.99319728
3.22715605,0.49000000,0.13894963,1.00000000
3.06190280,0.50253968,0.13395047,1.00000000
3.13260061,0.50253968,0.12597682,1.00000000
3.25035596,0.49952381,0.12094465,1.00000000
3.27699816,0.49920635,0.11616852,1.00000000
3.27204260,0.49952381,0.11185854,1.00000000
3.25161393,0.49936508,0.10816953,1.00000000
3.27322277,0.49888889,0.10490183,1.00000000
3.30998332,0.49825397,0.10192205,1.00000000
3.32865729,0.49746032,0.09926905,1.00000000
3.34210789,0.49793651,0.09681890,1.00000000
3.33936383,0.49746032,0.09458247,1.00000000
3.34726677,0.49825397,0.09252661,1.00000000
3.32998261,0.49619048,0.09063775,1.00000000
3.36602301,0.49761905,0.08883997,1.00000000
3.37414447,0.49777778,0.08708492,1.00000000
3.35308964,0.49873016,0.08546011,1.00000000
3.36096735,0.49809524,0.08395836,1.00000000
3.36542098,0.49761905,0.08246342,1.00000000
3.39509538,0.49793651,0.08110776,1.00000000
3.38645940,0.49777778,0.07980831,1.00000000
3.36465152,0.49920635,0.07862169,1.00000000
3.37456621,0.49920635,0.07740031,1.00000000
3.38991706,0.49761905,0.07626987,1.00000000
3.40588478,0.49746032,0.07514987,1.00000000
3.40610170,0.49793651,0.07406174,1.00000000
3.39204997,0.49714286,0.07299447,1.00000000
3.38197738,0.49793651,0.07196381,1.00000000
3.38972397,0.49777778,0.07097839,1.00000000
3.40468223,0.49761905,0.07005137,1.00000000
3.40380918,0.49841270,0.06911051,1.00000000
3.39287388,0.49809524,0.06821372,1.00000000
3.41535274,0.49714286,0.06738507,1.00000000
3.40234300,0.49777778,0.06654223,1.00000000
3.40718217,0.49809524,0.06570558,1.00000000
3.42099893,0.49650794,0.06491532,1.00000000
3.41190148,0.49714286,0.06413499,1.00000000
3.40335153,0.49714286,0.06335178,1.00000000
3.41295606,0.49825397,0.06264863,1.00000000
3.43692309,0.49619048,0.06190561,1.00000000
3.42261270,0.49777778,0.06122660,1.00000000
3.42415895,0.49777778,0.06055307,1.00000000
3.44165997,0.49761905,0.05985969,1.00000000
3.41494906,0.49714286,0.05924058,1.00000000
3.44883010,0.49746032,0.05856418,1.00000000
3.44820860,0.49777778,0.05790526,1.00000000
3.43332239,0.49809524,0.05732884,1.00000000
3.42605429,0.49761905,0.05668065,1.00000000
3.45672740,0.49920635,0.05611963,1.00000000
3.40944608,0.49825397,0.05557411,1.00000000
3.43866529,0.49873016,0.05498707,1.00000000
3.45004761,0.49793651,0.05442809,1.00000000
3.45088425,0.49761905,0.05389208,1.00000000
3.44080346,0.49714286,0.05334682,1.00000000
3.42000272,0.49698413,0.05279727,1.00000000
3.43113170,0.49746032,0.05231652,1.00000000
3.43958026,0.49809524,0.05179550,1.00000000
3.42896795,0.49730159,0.05129498,1.00000000
3.44518856,0.49682540,0.05077581,1.00000000
3.43162033,0.49730159,0.05030664,1.00000000
3.45752888,0.49761905,0.04993984,1.00000000
3.43829643,0.49730159,0.04948850,1.00000000
3.46070606,0.49809524,0.04892701,1.00000000
3.42771531,0.49730159,0.04853406,1.00000000
3.45575345,0.49904762,0.04804857,1.00000000
3.47946951,0.49825397,0.04764467,1.00000000
3.39857376,0.49888889,0.04732004,1.00000000
3.49513326,0.49777778,0.04688833,1.00000000
3.44662246,0.49746032,0.04638576,1.00000000
3.44651405,0.50015873,0.04588380,1.00000000
3.44959008,0.49857143,0.04547883,1.00000000
3.45426922,0.50047619,0.04503977,1.00000000
3.44248663,0.49968254,0.04467857,1.00000000
